Make,Model,Year,Engine,Seating,Price
Toyota,Vitz  F 1.0,2018,1000,5,34.5
Toyota,Fortuner  Legender ,2022,2800,7,
Suzuki,Swift  DLX 1.3 Navigation ,2017,1300,5,21.75
Hyundai,Sonata  2.5,2022,2500,5,
Changan,Alsvin  1.5L DCT Lumiere,2021,1500,5,35.25
Toyota,Corolla  Altis Automatic 1.6,2020,1600,5,39.7
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,
Toyota,Hilux  Revo Rocco,2022,2800,5,
Toyota,Corolla  Altis X Automatic 1.6,2022,1600,5,47
Hyundai,Tucson  AWD A/T Ultimate,2022,2000,5,76
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2022,1800,5,
Toyota,Corolla  Altis Grande X CVT-i 1.8 Beige Interior,2022,1800,5,
Honda,Vezel  Hybrid Z,2014,1500,5,38
Toyota,Hilux  Vigo Champ V,2014,2500,5,48.25
Nissan,Clipper  ,2012,660,4,18.5
Toyota,Surf  SSR-X 3.0D,1996,3000,7,26.5
Suzuki,Alto  VX,2022,660,4,18.75
Toyota,Passo  + Hana 1.0,2015,1000,5,24.5
Lexus,LX Series  LX570,2016,5663,8,
Changan,Karvaan  Plus,2021,1000,8,21
Suzuki,Every  ,2012,660,4,13.8
Toyota,Vitz  F 1.0,2009,1000,5,18.5
KIA,Sportage  AWD,2021,2000,5,65
Suzuki,Swift  GLX CVT,2022,1200,5,39.3
Suzuki,Cultus  VXR,2021,1000,5,26.25
Honda,Civic  Oriel 1.8 i-VTEC CVT,2017,1800,5,39.75
Toyota,Corolla  Altis Automatic 1.6,2021,1600,5,46
Toyota,Aqua  S,2014,1500,5,33
Toyota,Crown  Athlete Premium,2005,3000,5,50
Honda,Civic EK EXi,1997,1500,5,7.45
Honda,Civic Rebirth Oriel Prosmatec UG,2013,1800,5,29
Honda,City  1.3 i-VTEC,2020,1300,5,30.3
Honda,City  Aspire Prosmatec 1.5 i-VTEC,2019,1500,5,35.95
Mitsubishi,Ek Wagon  T Safety Package,2015,660,4,17.65
Suzuki,Ravi  Euro II,2016,800,2,9.39
Toyota,Prius  G LED Edition 1.8,2013,1800,5,37
Toyota,Corolla  GLi Limited Edition 1.3 VVTi,2014,1300,5,27.9
Hyundai,Elantra  GLS,2021,2000,5,50
Suzuki,Alto  VXR,2022,660,4,21.5
Toyota,Yaris  ATIV CVT 1.3,2020,1300,5,34.75
Suzuki,Alto  VXR,2022,660,4,21.1
Toyota,Land Cruiser 100 Series Amazon 4.2D,2004,4200,7,90
Mitsubishi,Lancer  GL,2006,1300,5,14.25
MG,HS  1.5 Turbo,2021,1500,5,61
Mercedes,Benz E Class 3rd (W211) Generation E200,2005,1800,5,35
Toyota,Surf  SSR-X 2.7,1997,2700,7,26.5
Mercedes,Benz C Class  C200,2007,1800,5,39.75
Suzuki,Cultus  VXR,2022,1000,5,30
Nissan,Clipper  E,2007,660,4,9.01
Suzuki,Mehran  VX,1993,800,4,4
Suzuki,Mehran  VX,2007,800,4,6.65
Honda,Vezel  Hybrid Z Sensing ,2015,1500,5,38.85
Honda,Vezel  Hybrid RS Sensing ,2017,1500,5,57
Toyota,Aqua  S,2014,1500,5,27.5
Toyota,Passo  + Hana 1.0,2015,1000,5,23.5
Honda,Vezel  Hybrid RS Sensing ,2020,1500,5,75
Suzuki,Mehran  VXR Euro II,2015,796,4,8.6
Suzuki,Alto  S Package,2015,660,4,18.95
Toyota,Corolla  GLi 1.3 VVTi,2014,1300,5,28.5
Hyundai,H-100  ,2003,2600,3,12
Toyota,Corolla  GLi 1.3 VVTi,2009,1300,5,25.75
Toyota,Corolla  Altis Automatic 1.6,2016,1600,5,32.95
Honda,Civic EK EXi,1998,1500,5,6.5
Toyota,Vitz  F 1.0,2018,1000,5,33.5
Honda,Civic Rebirth Oriel Prosmatec UG,2013,1800,5,27.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2018,1800,5,42.5
Honda,City 5th Generation Aspire Prosmatec 1.3 i-VTEC,2017,1300,5,30.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2020,1800,5,48.3
Toyota,Surf  SSR-G 2.7,2007,2700,7,67
Suzuki,Mehran  VX,2008,800,4,4.6
Honda,Vezel  Hybrid RS Sensing ,2016,1500,5,48.8
Haval,H6  High,2022,1500,6,
Suzuki,Mehran  VX Euro II,2014,796,4,8.35
Toyota,Vitz  F 1.0,2011,1000,5,21
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,52.5
BAIC,BJ40 Plus  Honorable Edition,2022,2000,5,91.5
Mercedes,Benz C Class  C180,2008,1800,5,39
Suzuki,Swift  DLX 1.3 Navigation ,2015,1300,5,19.25
Toyota,Corolla  ,2020,1800,5,74
Mercedes,Benz CLS Class  CLS350,2006,3500,5,57
Suzuki,Wagon R  VXL,2019,1000,5,21.25
KIA,Sportage  FWD,2021,2000,5,59
Toyota,Corolla  Altis Automatic 1.6,2016,1600,5,31.95
Honda,Accord  Type S,2005,2400,5,28
Toyota,Vitz  FL 1.0,2001,1000,5,12.5
Toyota,Passo  X,2017,1000,5,27.25
Changan,Karvaan  Plus,2021,1000,8,21.3
Toyota,Fortuner  2.7 VVTi,2019,2700,7,95
Suzuki,Cultus  VXR,2022,1000,5,29.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2020,1800,5,48.6
Suzuki,Alto  VXL AGS,2021,660,4,22.8
KIA,Sportage  FWD,2020,2000,5,59.7
Nissan,Clipper  NV100,2015,660,4,16.5
Toyota,Roomy  XS,2018,1000,5,33.5
Toyota,Corolla  Altis Grande CVT-i 1.8,2017,1800,5,36.75
Honda,Civic  Oriel Prosmatec UG,2012,1800,5,24.5
Toyota,Passo  Moda G,2018,1000,5,34.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,55
Honda,City  i-DSI Vario,2006,1300,7,15.5
Toyota,Land Cruiser  RKR,1988,2400,7,19
Toyota,Corolla  Altis Grande CVT-i 1.8,2017,1800,5,36.5
Toyota,Corolla  Altis 1.8,2016,1800,5,32
Suzuki,Alto  VXR,2022,660,4,22.25
Suzuki,Alto  VXL AGS,2022,660,4,25.5
Toyota,Passo  X S ,2018,1000,5,32.6
Mitsubishi,Ek Wagon  M e-Assist,2018,660,4,26.85
Mitsubishi,EK X  ,2019,660,4,33.6
Toyota,Prius  S LED Edition 1.8,2013,1800,5,39.5
Audi,A4 4th (B8) Generation S-Line Competition,2011,2000,5,
Toyota,Corolla Cross  Low Grade,2021,1800,5,
Honda,Vezel  Hybrid Z,2015,1500,5,38
Honda,BR-V  i-VTEC S,2021,1500,7,42.65
Suzuki,Alto  VXR,2021,660,4,17.5
Honda,City  i-DSI,2006,1300,7,14.5
Suzuki,Alto  F,2015,660,4,19.75
KIA,Picanto  ,2022,1000,5,28
Toyota,Yaris  ATIV X CVT 1.5,2022,1500,5,42
Toyota,Corolla  DX,1987,1300,5,9.8
Toyota,Corolla  2.0D Saloon,2003,2000,5,14.5
Suzuki,Cultus  Limited Edition,2016,1000,5,14.6
Suzuki,Alto  VXR,2022,660,4,20.7
Toyota,Corolla 9th Generation 2.0D Saloon,2006,2000,5,25
KIA,Sportage  AWD,2021,2000,5,60.65
Suzuki,Mehran  VXR Euro II,2014,796,4,9.1
Hyundai,Tucson  AWD A/T Ultimate,2021,2000,5,70.5
Toyota,Corolla  GLi 1.3 VVTi,2016,1300,5,26.9
Daihatsu,Mira Cocoa  ,2017,660,4,35.2
Suzuki,Baleno  ,2003,1000,5,8.5
Honda,Civic Reborn VTi Oriel 1.8 i-VTEC,2007,1800,5,23
Suzuki,Mehran  VXR,2005,800,4,5.3
Toyota,Yaris  ,2022,1300,5,42
Honda,Civic  1.5 VTEC Turbo Oriel,2022,1500,5,67.3
Peugeot,2008  Allure,2022,1200,5,61.5
Peugeot,2008  Active,2022,1200,5,54.5
Honda,Civic  1.5 RS Turbo,2022,1500,5,82.5
Chery,Tiggo 4 Pro  DEX Plus 1.5T,2022,1500,5,59
Suzuki,Cultus  VXR,2021,1000,5,26
Hyundai,Sonata  2.5,2022,2500,5,90.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,55
Hyundai,Elantra  GLS,2022,2000,5,56.5
KIA,Stonic  EX+,2022,1400,5,45.5
BMW,6 Series  ,2006,3400,6,55
Honda,City  1.5L ASPIRE CVT,2022,1500,7,44.5
Nissan,Tiida  15G,2007,1500,5,16.8
Honda,City 5th Generation Aspire Prosmatec 1.5 i-VTEC,2018,1500,5,32
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2022,1800,5,62.3
Toyota,Aqua  G,2016,1500,5,33
Suzuki,Cultus  VXL,2018,1000,5,23.15
Suzuki,Cultus  EURO II,2012,1000,5,10.9
Mitsubishi,Lancer  ,2006,1500,5,14.5
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2022,1600,5,51.75
Toyota,Corolla  XLi,2008,1300,5,14.5
Honda,City 5th Generation 1.5 i-VTEC Prosmatec,2018,1500,5,32
Suzuki,Cultus  VXR,2021,1000,5,26
Mazda,808,1977,1800,4,3.8
KIA,Sorento  2.4 FWD,2022,2400,7,86
Toyota,Corolla  Altis Grande CVT-i 1.8,2018,1800,5,43.9
Toyota,Corolla  Altis 1.8,2009,1800,5,21
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,99.85
Daihatsu,Charade  CS,1986,1000,4,3
MG,HS  1.5 Turbo,2021,1500,5,66.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,55
Suzuki,Alto  VXL AGS,2019,660,4,20.5
Toyota,Yaris  ATIV X CVT 1.5,2022,1500,5,41
Hyundai,Elantra  GLS,2022,2000,5,56.2
Honda,BR-V  i-VTEC S,2019,1500,7,35.8
Honda,City  1.5L ASPIRE CVT,2022,1500,7,42.5
Hyundai,Sonata  2.5,2022,2500,5,89
Hyundai,Sonata  2.5,2022,2500,5,89
Suzuki,Swift  GLX CVT,2022,1200,5,39.8
Nissan,Dayz  J,2018,660,5,24.75
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2011,1800,5,20.5
Peugeot,2008  Allure,2022,1200,5,60.5
Mercedes,Benz C Class Coupe  C180,2007,1800,4,26.5
Honda,City  Aspire Prosmatec 1.5 i-VTEC,2020,1500,5,34.65
Toyota,Corolla  Altis Automatic 1.6,2019,1600,5,42
Toyota,Corolla  Altis Automatic 1.6,2020,1600,5,43.6
Nissan,Tiida  15M,2007,1500,5,18.45
Nissan,Sunny  ,2002,2000,5,13.75
Suzuki,Ravi  ,2019,800,2,11
Suzuki,Bolan  ,1994,800,5,4.7
Suzuki,Alto  VXR,2022,660,4,22.5
Chery,Tiggo 8 Pro  1.6 DEX Plus,2022,1600,6,19
Suzuki,Alto  VXL AGS,2019,660,4,4.5
Honda,City  1.5L ASPIRE CVT,2022,1500,7,42.5
Toyota,Corolla  XLi VVTi,2019,1300,5,37
Toyota,Corolla  XLi VVTi,2014,1300,5,18.75
Suzuki,Alto  VXR,2022,660,4,20.9
Daihatsu,Move  ,2013,660,4,17.5
Honda,Civic  Oriel,2022,1500,5,72
Toyota,Fortuner  2.7 VVTi,2018,2700,7,85
Suzuki,Mehran  VX,2011,800,4,8.85
Suzuki,Alto  VXL AGS,2022,660,4,25.5
Suzuki,Alto  VXL AGS,2022,660,4,25.5
Suzuki,Alto  VXL AGS,2019,660,4,21.5
Suzuki,Swift  DLX Automatic 1.3 Navigation,2021,1300,5,39.5
Toyota,Corolla  GLi 1.3 VVTi,2013,1300,5,21.5
KIA,Stonic  EX+,2022,1400,5,47
Suzuki,Alto  VXL AGS,2022,660,4,24.95
Mercedes,Benz CLS Class  CLS350,2006,3500,5,80
Suzuki,Swift  GL CVT Limited Edition,2022,1200,5,34.5
Daihatsu,Move  Custom X Limited,2014,660,4,20.25
Hyundai,Tucson  AWD A/T Ultimate,2022,2000,5,75.75
MG,HS  1.5 Turbo,2021,1500,5,64.75
Honda,Civic Rebirth VTi Prosmatec 1.8 i-VTEC,2015,1800,5,30
Toyota,Vitz  ,2007,1000,5,17.65
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,
Honda,BR-V  i-VTEC S,2019,1500,7,
KIA,Sportage  AWD,2021,2000,5,
Mercedes,Benz E Class 4th (W212) Generation E250,2010,2000,5,72.4
Suzuki,Alto  VXR,2022,660,4,22
Honda,Civic  Oriel 1.8 i-VTEC CVT,2018,1800,5,42.6
Toyota,Yaris  GLI MT 1.3,2022,1300,5,40.5
Honda,Civic  RS,2022,1500,5,79.5
Suzuki,Baleno  JXR,2003,1300,5,11.25
Toyota,Vitz  B Intelligent Package 1.0,2007,1000,5,16.75
Suzuki,Alto  L,2018,660,4,28.6
Suzuki,Ravi  Euro II,2016,800,2,8.6
Suzuki,Alto  VX,2021,660,4,20.5
Honda,Civic  VTi Oriel 1.6,2004,1600,6,15.2
Suzuki,Alto  VXR,2021,660,4,21
Suzuki,Mehran  VXR,2006,800,4,5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2017,1800,5,38.5
Toyota,Mark X  300G Premium,2006,3000,5,45
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2011,1800,5,19.6
Daihatsu,Cast  Style G SA III,2017,660,7,28
Toyota,Raize  Z,2020,1000,5,52
Honda,City 5th Generation Aspire 1.5 i-VTEC,2014,1500,5,25
Suzuki,Cultus  VXR,2007,1000,5,7.25
Nissan,Sunny  EX Saloon 1.3,2005,1300,5,14.5
Toyota,Prado 120 Series TX 4.0,2008,4000,7,
Toyota,Corolla  Altis X Automatic 1.6,2022,1600,5,47.75
Suzuki,Cultus  VXRi,2008,1000,5,9.4
DFSK,Glory 580  Pro,2021,1500,7,49.5
KIA,Sportage  AWD,2021,2000,5,65.75
Toyota,Yaris  GLI MT 1.3,2020,1300,5,31
Honda,City  1.3 i-VTEC Prosmatec,2019,1300,5,30.95
Honda,Vezel  Hybrid Z Sensing ,2015,1500,5,45
Toyota,iQ  ,2008,1000,2,15
Prince,Pearl  MT,2021,800,5,12
Honda,Civic  VTi Prosmatec 1.6,2003,1600,6,11.3
Toyota,Yaris  ATIV X CVT 1.5,2021,1500,5,40.5
Daihatsu,Cuore  ,2008,800,5,8.4
Toyota,Corolla  GLi Automatic 1.3 VVTi,2016,1300,5,30
Toyota,Vitz  F 1.0,2019,1000,5,33.5
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2022,1600,5,57.5
Honda,Civic EG EX,1995,1500,5,6.3
Honda,Civic  VTi Oriel UG Prosmatec 1.6,2006,1600,6,13.85
Suzuki,Swift  GLX CVT,2022,1200,5,38.5
MG,HS  1.5 Turbo,2021,1500,5,65.5
Toyota,Corolla  GLi Automatic 1.6 VVTi,2013,1600,5,26
Daihatsu,Move  Custom X Limited,2014,660,4,17.75
Honda,City  i-DSI,2004,1300,7,13.9
Toyota,Aqua  G,2013,1500,5,31
Toyota,Corolla  GLi 1.3 VVTi,2012,1300,5,20.7
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2021,1800,5,55.6
Honda,City 5th Generation Aspire 1.5 i-VTEC,2015,1500,5,27
Toyota,Corolla  SE,1982,2000,5,8
Suzuki,Khyber  GA,1987,1000,5,5.5
Toyota,Corolla  Altis Grande CVT-i 1.8,2020,1800,5,50
Suzuki,Alto  TURBO RS,2018,660,4,
Toyota,Corolla 9th Generation GLi 1.3,2007,1300,5,17
KIA,Sportage  FWD,2021,2000,5,63.75
Honda,Vezel  Hybrid Z Sensing ,2016,1500,5,48
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2022,1800,5,60.75
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2022,1600,5,54
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2011,1800,5,23.75
Toyota,Prius  S LED Edition 1.8,2012,1800,5,34.75
Toyota,Corolla  Altis Grande X CVT-i 1.8 Beige Interior,2022,1800,5,61
Nissan,Note  MEDALIST,2020,1200,5,39.8
BAIC,BJ40 Plus  Honorable Edition,2022,2000,5,90
Suzuki,Mehran  VXR,2011,800,4,7.4
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2022,1800,5,60.5
Suzuki,Cultus  VXL,2021,1000,5,27.5
Toyota,Corolla  Altis 1.8,1974,1800,5,3.45
Toyota,Prado  TX Limited 3.4,2002,3378,7,66
Toyota,Corolla  2.0D Saloon,2004,2000,5,14
Suzuki,Mehran  VXR (CNG),2006,800,4,5.3
Toyota,Corolla  GLi 1.3 VVTi,2015,1300,5,27
Honda,Civic  ,2018,1000,5,45
Toyota,Vitz  F Smile Edition 1.0,2019,1000,5,42.5
Honda,Vezel  ,2014,1500,5,38.9
Toyota,Mark X  300G Premium,2005,3000,5,62
Honda,Civic Eagle Eye VTi Oriel Prosmatec 1.6,2005,1600,6,13.3
Changan,Oshan X7  Comfort,2022,1500,,74
Toyota,Corolla  Altis Automatic 1.6,2018,1600,5,40
Toyota,Corolla  Altis Grande CVT-i 1.8,2014,1800,5,33.85
Honda,Civic  EXi Automatic,2000,1500,5,11.75
Suzuki,Alto  VXR,2021,660,4,21
Toyota,Corolla Indus ,1997,1500,5,13.5
Hyundai,Tucson  FWD A/T GLS Sport,2022,2000,5,73
Toyota,Surf  SSR-G 2.7,1996,2700,7,29.5
Honda,Civic  1.5 VTEC Turbo Oriel,2016,1500,5,38.75
Honda,Civic  Oriel 1.8 i-VTEC CVT,2018,1800,5,39.25
Suzuki,Wagon R  VXL,2021,1000,5,24.5
Honda,City  VTEC Steermatic,2007,1500,5,15.95
Honda,Civic Eagle Eye EXi Prosmatec,2005,1500,5,13.2
Mercedes,Benz C Class  C200,2012,1800,5,
Toyota,Aqua  L,2013,1500,5,34
Suzuki,Cultus  VXL,2017,1000,5,22.5
Toyota,Corolla Fielder  S Aerotourer,2007,1800,5,22.5
Toyota,Mark X  250G,2004,2500,5,31.5
Toyota,Corolla  ,1993,1500,5,13.5
Suzuki,Alto  VXR,2010,1000,4,11
Nissan,Note  1.2E,2017,1198,5,
Suzuki,Alto  VXL AGS,2019,660,4,20.95
Hyundai,Sonata  2.5,2022,2500,5,86
Suzuki,Mehran  VXR Euro II,2019,796,4,13.5
Suzuki,Alto  VX,2022,660,4,19.65
Honda,Civic  EXi Prosmatec,2006,1500,5,13.75
Toyota,Prado 90 Series TZ 3.4,1996,3400,7,40
Toyota,Yaris  GLI MT 1.3,2022,1300,5,36.5
Suzuki,Mehran  VX,2002,800,4,5.65
Honda,Civic Rebirth VTi Oriel 1.8 i-VTEC,2013,1800,5,25.5
Suzuki,Mehran  VXR,1992,800,4,2.85
Suzuki,Alto  VXR,2021,660,4,21.5
Toyota,Corolla  Altis Grande X CVT-i 1.8 Beige Interior,2019,1800,5,42.7
Toyota,Corolla  GLi 1.3 VVTi,2012,1300,5,22.45
Toyota,Passo  X S ,2019,1000,5,36.5
Toyota,Aqua  G LED Soft Leather Selection ,2015,1500,5,39
Toyota,Corolla  Altis Automatic 1.6,2018,1600,5,37
Honda,City 5th Generation 1.3 i-VTEC,2013,1300,5,23.5
Toyota,Aqua  S,2014,1500,5,32
Toyota,Prius Alpha  G Touring,2011,1800,5,35
Suzuki,Wagon R  VXL,2017,1000,5,17.7
Suzuki,Wagon R  VXL,2017,1000,5,18
Honda,City  i-DSI,2006,1300,7,12.6
Daihatsu,Mira  X,2019,660,4,26.47
Honda,Civic  EXi Prosmatec,2003,1500,5,12
Suzuki,Mehran  VXR (CNG),2007,800,4,6.95
Toyota,Premio  ,1998,1600,5,17.5
Toyota,Land Cruiser  ZX,2016,4600,7,
KIA,Sportage  Alpha,2021,2000,5,52.5
Honda,Civic  1.5 RS Turbo,2020,1500,5,51
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,
Toyota,Aqua  S,2013,1500,5,
Toyota,C-HR  S,2018,1800,5,
Suzuki,Hustler  G,2019,660,4,27.5
Toyota,Vitz  F 1.0,2014,1000,5,25.6
Haval,H6  1.5T,2022,1500,6,
Honda,Vezel  Hybrid X,2016,1500,5,43.5
Toyota,Fortuner  Legender ,2022,2800,7,
Toyota,Corolla  Altis Automatic 1.6,2022,1600,5,49
Toyota,Corolla  GLi 1.3 VVTi,2009,1300,5,16.3
Toyota,Prius  A,2018,1800,5,49.5
Suzuki,Alto  ECO-L,2014,660,4,17.3
Toyota,Corolla  GLi 1.3 VVTi,2011,1300,5,22.9
Suzuki,Baleno  ,2004,1300,5,6.5
Toyota,Corolla  XLi VVTi,2012,1300,5,22
Suzuki,Alto  VXR,2022,660,4,22.35
Toyota,Corolla  GLi 1.3 VVTi,2018,1300,5,31
Toyota,Premio  X 1.8,2007,1800,5,26
Toyota,Corolla  GLi Automatic Limited Edition 1.6 VVTi,2013,1600,5,21.5
Toyota,Corolla Indus GLi Special Edition 1.6,1998,1600,5,15.5
Hyundai,Elantra  GLS,2022,2000,5,57.5
Suzuki,Mehran  VXR Euro II,2015,796,4,9.75
Hyundai,Santro  Club GV,2005,1100,5,6.65
Honda,Fit  1.5 Hybrid F Package,2018,1500,5,32
Honda,Fit  1.5 Hybrid F Package,2018,1500,5,32
Toyota,Corolla  XLi VVTi,2010,1300,5,15.8
Honda,Civic  1.5 RS Turbo,2022,1500,5,82
Suzuki,Mehran  VX,2011,800,4,6.15
Suzuki,Cultus  EURO II,2010,1000,5,10.5
Suzuki,Alto  GII,2007,660,4,13.25
KIA,Sportage  Alpha,2021,2000,5,52.5
Toyota,Hilux  Revo V Automatic 2.8,2020,2800,5,87
Honda,Civic  1.5 RS Turbo,2022,1500,5,82.5
Toyota,Vitz  B Intelligent Package 1.0,2007,1000,5,17.6
Toyota,Corolla  XLi VVTi,2016,1300,5,28.5
Honda,Civic  Oriel,2022,1500,5,68.8
Suzuki,Swift  GLX CVT,2022,1200,5,40
Suzuki,Alto  ,2019,660,4,28.5
Honda,City  1.2L CVT,2022,1200,5,38.8
Suzuki,Swift  GLX CVT,2022,1200,5,39.5
Toyota,Yaris  ATIV X CVT 1.5,2022,1500,5,
Hyundai,Tucson  AWD A/T Ultimate,2022,2000,5,
Toyota,Aqua  L,2016,1500,5,37.5
KIA,Pride  1.1,1996,1100,5,4
Suzuki,Wagon R  ,2018,660,5,32.2
Suzuki,Alto  VXR,2022,660,4,21.5
Toyota,Prius  A Premium Touring Selection,2020,1800,5,79.97
Honda,City  i-DSI,2005,1300,7,12.35
Mitsubishi,Lancer  GLX 1.3,1990,1300,5,6.2
Honda,Civic  VTi Oriel 1.6,2004,1600,6,15.5
Mitsubishi,Pajero  Exceed 3.5,1998,3500,7,29.5
Suzuki,Mehran  VX,2003,800,4,4.3
Nissan,Juke  15RS,2011,1500,5,27.5
Suzuki,FX  GA,1986,800,5,2.25
Suzuki,Jimny  ,1998,660,5,14.5
Honda,City  1.5L CVT,2022,1500,5,42.9
Suzuki,Cultus  ,2015,1000,5,14
Suzuki,Alto  VXR,2022,660,4,22
Toyota,Prius  S LED Edition 1.8,2011,1800,5,32.75
Toyota,Hilux  Revo G Automatic 3.0 ,2017,3000,5,78
Toyota,Land Cruiser 80 Series VX Limited 4.2D,1993,4200,7,35.75
Toyota,Corolla  SE Saloon,2004,1600,5,13.5
Toyota,Hilux  Double Cab,1994,2400,5,21.5
Toyota,Passo  X G Package,2013,1000,5,22.5
Honda,Fit  1.5 Hybrid S Package,2019,1500,5,41
Toyota,Corolla  Altis Grande X CVT-i 1.8 Beige Interior,2014,1800,5,33.5
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,
Honda,Vezel  Hybrid X Sensing,2013,1500,5,36.5
FAW,Carrier  Flatbed,2015,1000,2,4.75
Toyota,Prius  L 1.8,2012,1800,5,34
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,
Toyota,Corolla  2.0D,2005,2000,5,14.5
Suzuki,Alto  VXL AGS,2022,660,4,24.3
Toyota,Yaris  ATIV CVT 1.3,2022,1300,5,
Honda,Civic  Oriel,2022,1500,5,
Toyota,Corolla Axio  X 1.5,2007,1500,5,25.5
Mercedes,Benz E Class 3rd (W211) Generation E200,2005,1800,5,30
Honda,City  EXi,1997,1300,5,7.9
Suzuki,Wagon R  VXL,2018,1000,5,18.85
Suzuki,Liana  Eminent Automatic,2006,1600,4,11.25
Suzuki,Swift  GLX CVT,2022,1200,5,
Suzuki,Cultus  VXRi,2007,1000,5,9.45
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2022,1600,5,
Honda,City  1.5L ASPIRE CVT,2022,1500,7,42.25
Toyota,Corolla  Altis Grande X CVT-i 1.8 Beige Interior,2021,1800,5,53.9
Honda,Civic Eagle Eye EXi,2005,1500,5,11.75
Honda,City 5th Generation 1.3 i-VTEC,2017,1300,5,29
Toyota,Aqua  G,2019,1500,5,48
Suzuki,Wagon R  VXL,2018,1000,5,20.5
Suzuki,Mehran  VX,2003,800,4,4.95
Honda,City  1.2L CVT,2021,1200,5,37.4
Suzuki,Mehran  VX Euro II,2016,796,4,7.2
Toyota,Crown  ,1992,4000,5,27.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,53.95
Toyota,Vitz  iLL 1.0,2008,1000,5,19.25
Suzuki,Alto  VXL AGS,2021,660,4,23.5
Toyota,Vitz  U 1.0,2007,1000,5,13.5
Toyota,Passo  ,2015,1000,5,
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,
Lexus,LX Series  LX570,2016,5700,8,
Land Rover,Rover Discovery  ,2002,2500,7,53
KIA,Sportage  2.0 LX 4x4,2002,2000,5,18.7
Mazda,Scrum  PA,2010,660,4,10.9
Toyota,Vitz  F 1.3,2006,1300,5,17.6
Toyota,Fortuner  Legender ,2022,2800,7,
KIA,Sportage  FWD,2022,2000,5,
Mercedes,Benz S Class  S350,2006,3500,5,90
KIA,Picanto  1.0 AT,2022,1000,5,28.5
Toyota,Corolla  GLi 1.3 VVTi,2012,1300,5,23.85
Toyota,Hilux  Revo V Automatic 3.0 ,2017,3000,5,71.5
Honda,Civic  1.8 i-VTEC CVT,2018,1800,5,56.75
Toyota,Vitz  Hybrid U 1.5,2018,1500,5,39
Honda,Civic Rebirth VTi Oriel Prosmatec 1.8 i-VTEC,2014,1800,5,30.15
Mitsubishi,Pajero Mini  Limited,1997,660,4,7.5
Honda,City 5th Generation 1.3 i-VTEC,2016,1300,5,25.7
Suzuki,Mehran  VXR,2007,800,4,5.85
Toyota,Corolla 9th Generation 2.0D,2006,2000,5,24.5
Suzuki,Alto  VXR,2021,660,4,21
Nissan,Moco  E Four Aero Style Plus Navi,2009,660,4,14
Toyota,Crown  RS Advance,2018,2500,5,
Toyota,Corolla  GLi Automatic 1.3 VVTi,2018,1300,5,35
Honda,Vezel  Hybrid RS Sensing ,2017,1500,5,
Changan,Karvaan  Plus,2021,1000,8,20.75
Toyota,Corolla  GLi 1.3 VVTi,2017,1300,5,30.5
Toyota,Vitz  F 1.3,2000,1300,5,11
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2022,1600,5,
Daihatsu,Boon  1.0 CL,2019,1000,5,33.9
Suzuki,Mehran  VXR,2006,800,4,6.5
Toyota,Premio  X EX Package 1.8,2007,1800,5,32
Toyota,Prius  ,2014,1800,5,37.5
Hyundai,Sonata  2.5,2022,2500,5,
Toyota,Premio  F 1.5,2015,1500,5,
Toyota,Aqua  ,2017,1500,5,48
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2009,1800,5,17
Honda,Civic  VTi Oriel Prosmatec 1.8 i-VTEC,2012,1800,5,28
Toyota,Fortuner  Legender ,2022,2800,7,
